tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N903WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N904AA,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N904DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N904DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N904DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N904NK,2016,Fixed wing multi engine,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N904WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N905AA,NA,Fixed wing multi engine,BEECH,58TC,2,6,123,Reciprocating
N905DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N905DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N905DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N905JB,2013,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N905NK,2016,Fixed wing multi engine,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N905WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N906AA,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N906AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N906DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N906DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N906DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N906WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N907AA,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N907DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N907DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N907DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N907JB,2013,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N907WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N908AA,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N908DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N908DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N908DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N908WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N909AA,1968,Fixed wing multi engine,CESSNA,401,2,8,198,Reciprocating
N909DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N909DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N909WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N910AA,1999,Fixed wing single engine,CESSNA,172S,1,4,NA,Reciprocating
N910AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N910DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N910DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N910DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N910FR,2002,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N910WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N911DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N911DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N911DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N912WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N913DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N913DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N913DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N913EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N913JB,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N913WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N914DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N914DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N914DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N914WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N915AA,1977,Fixed wing single engine,CESSNA,152,1,2,NA,4 Cycle
N915AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N915DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N915DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N915DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N915WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N916DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N916DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N916DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N916WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N917AA,1984,Fixed wing single engine,DRLIK ROMUALD,FALCON 2,1,2,NA,Reciprocating
N917DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N917DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N917DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N917WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N918DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N918DH,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N918DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N918WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N919AA,2005,Weight-shift-control,ANTARES,M-33,1,2,NA,2 Cycle
N919AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N919DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N919DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N919DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N919FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N919WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N920AA,1978,Fixed wing multi engine,PARTENAVIA S.P.A.,P68B,2,6,143,Reciprocating
N920AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N920DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N920DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N920DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N920FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N920WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N921AA,1973,Fixed wing single engine,CESSNA,172M,1,4,108,4 Cycle
N921AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N921DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N921DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N921VA,2017,Fixed wing multi engine,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N921WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N922AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N922DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N922DX,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N922FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N922VA,2017,Fixed wing multi engine,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N922WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N923AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N923DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N923DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N923FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N923JB,2014,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N923VA,NA,Fixed wing multi engine,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N923WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N924AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N924DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N924DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N924WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N925AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N925DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N925DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N925VA,NA,Fixed wing multi engine,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N925WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N926AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N926DH,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N926DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N926FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N926WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N927AA,2015,Fixed wing multi engine,TEXTRON AVIATION INC,525,2,8,NA,Turbo-fan
N927AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N927DA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N927DN,1999,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N927FR,2004,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N927WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N928AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N928DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N928DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N928WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N929AA,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N929AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N929DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N929DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N929JB,2014,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N929WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N930AA,1977,Fixed wing single engine,BEECH,A36,1,6,138,Reciprocating
N930AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N930DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N930DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N930WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N931DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N931DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N931WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N932AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N932DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N932DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N932WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N933AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N933DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N933DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N933WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N934AA,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N934AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N934DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N934DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N934JB,2014,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N934WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N935AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N935DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N935DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N935JB,2014,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N935WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N936AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N936DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N936DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N936WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N937AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N937DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N937DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N937JB,2014,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N937WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N938AT,2006,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N938DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N938DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N938FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N938WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N939AT,2006,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N939DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N939DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N939FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N939WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N940AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N940DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N940DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N940WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N941DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N941DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N941FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N941WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N942AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N942DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N942DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N942JB,2014,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N942WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N943AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N943DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N943DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N943FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N943WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N944AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N944DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N944DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N944WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N945AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N945DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N945DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N945JB,2001,Rotorcraft,BENHAM JOHN,DOMINATOR,1,1,NA,Reciprocating
N945WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N946AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N946DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N946DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N946JB,2015,Fixed wing multi engine,GULFSTREAM AEROSPACE,GVI (G650ER),2,22,NA,Turbo-fan
N946WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N947AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N947DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N947DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N947FR,2006,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N947JB,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N947SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N947WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N948AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N948DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N948DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N948FR,2006,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N948JB,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N948WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N949AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N949DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N949DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N949FR,2006,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N949JB,2009,Fixed wing multi engine,CESSNA,510,2,7,NA,Turbo-fan
N949WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N950AA,1974,Fixed wing multi engine,BEECH,B-99,2,17,187,Turbo-prop
N950AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N950DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N950DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N950JB,2005,Fixed wing multi engine,DASSAULT,FALCON 900 EX,3,21,NA,Turbo-fan
N950WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N951AA,2000,Fixed wing multi engine,BOEING,737-823,2,162,NA,Turbo-fan
N951AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N951DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N951DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N951FR,2009,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N951WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N952AA,2000,Fixed wing multi engine,BOEING,737-823,2,162,NA,Turbo-fan
N952AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N952DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N952DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N952FR,2010,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N952JB,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N952WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N953AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N953DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N953DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N953FR,2010,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N953WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N954AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N954DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N954DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N954JB,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N954WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N955AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N955DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N955DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
